検索語句レポート
2026年4月1日 - 2026年5月15日
デバイス,検索語句,マッチタイプ,追加済み / 除外済み,キャンペーン,広告グループ,キーワード,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,キャンペーン タイプ,コンバージョン率,コンバージョン,コンバージョン単価
スマートフォン,澤山 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,聞く 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ビズアーク 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 総和,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 ブルー ワーク スタックス,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 法人 blueworkstax],0,5,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,三島 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,solabo 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 アイ フロンティア,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,石渡 正雄 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,乾 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 個人 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
タブレット,税金 無料 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税金 相談 無料],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 サポート,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[確定 申告 相談],0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,熊代 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,ベンチャー サポート 税理士 法人,完全一致,追加済み / 除外済み,マイクロ法人LP(PC),マイクロ法人,"""ベンチャー サポート 税理士 法人""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 長谷川 税理士 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,ふじわら 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,大林 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,浦安 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,サンシャイン 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,6,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 の 相談 窓口,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""確定 申告 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 会 名古屋,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 名古屋""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,マック 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
タブレット,成田 公認 会計士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 ドット コム 無料,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税金 相談 無料""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,上尾 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 アライアンス,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",2,5,40.00%,JPY,149,297,検索,0.00%,0.00,0
コンピュータ,申告 相談,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[確定 申告 相談],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 事務 所 東京 都,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 東京],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,格安 税理士 東京,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 格安 東京],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,佐々木 由紀子 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,cenxus 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,ブルー ワークス 税理士,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 法人 blueworkstax],2,11,18.18%,JPY,246,492,検索,0.00%,0.00,0
コンピュータ,熊澤 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,八千代 市 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 ブライテン,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,木下 公認 会計士 税理士 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 浄心,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,墨田 区 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,oag 税理士 法人 東京 ウエスト,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,kmc パートナーズ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""都内 税理士""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,矢澤 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,田島 直樹 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,六本木 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,ベスト パイロット 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,7,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,今井 税理士 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,大塚 総合 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,荻島 会計 事務 所 立川,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 東京""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,個人 事業 主 税理士 相談 無料,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 無料 相談 個人 事業 主],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,新 田 英明 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,原 浩一 公認 会計士 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 単発 相談,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[税理士 単発 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 仁科 忠 二郎 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 お し うみ 総合 会計 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,池田 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アローズ 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,高松 市 税理士 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談 無料""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,川野 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,カウンシード 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,コンパッソ 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 kao,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 uap,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,株式 会社 ア フェックス 経営 センター,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,しん みらい 税理士 法人 春日部,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 節税 相談 個人,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,西村 公認 会計士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 グリュック,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,5,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,広島 税理士 無料 相談,完全一致,追加済み,マイクロ法人LP(PC),マイクロ法人,[広島 税理士 無料 相談],0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,前田 税務 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,西 税務署 確定 申告 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,倉持 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アップ パートナーズ,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,は まだ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,栗山 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,マイクロ 法人 税理士 おすすめ,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[マイクロ 法人 税理士],0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 せい れん,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,みらい 会計 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,プライム 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,新人 税理士,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 新人""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 大阪 格安,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 安い""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務 相談 無料 電話,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[税理士 無料 相談 電話],1,2,50.00%,JPY,364,364,検索,0.00%,0.00,0
スマートフォン,税理士 法人 フカサク,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,松戸 市 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,t&a 税理士 法人 立川,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 鎌倉,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,10,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 エール,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,栗林 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,早川 会計 総合 コンサルティング 株式 会社,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 toki,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税務署 無料 相談 予約,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税務署 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,釜 堀 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 とどろき 会計 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,大泉 学園 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,あすなろ 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,成田 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,新 百合 ヶ 丘 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,日本 税務 総研,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,アン テリ ジャンス 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,八木 会計 事務 所 さいたま 市,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,プラス ワン 戸田,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 埼玉""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,山田 順子 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 いわ み 会計 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,みのり 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 髭,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,タックス パートナー 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,運送 業 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,西山 智久 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 オンライン,完全一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,[オンライン 税理士],2,18,11.11%,JPY,600,1199,検索,0.00%,0.00,0
スマートフォン,税理士 法人 大橋 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,あんしん 合同 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 フューチャー コンサルティング,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,税理士 法人 脇 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,茨城 県 税理士,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",2,7,28.57%,JPY,125,250,検索,0.00%,0.00,0
スマートフォン,古田土 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,スタートアップ 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""創業 税理士""",0,43,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,スバル 合同 会計 千葉,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,みなとみらい 税理士 法人,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,確定 申告 税理士 スポット,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,確定 申告 のみ 税理士 費用,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,譲渡 所得 税理士 報酬 相場,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相場""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,藤沢 市 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,4,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,内山 篤 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,下村 パートナーズ 税理士 法人,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 hop,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,徳門 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,櫻井 健 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,3,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 資格 なし 確定 申告,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 確定 申告""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 相談 電話,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,澤口 公認 会計士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""公認 会計士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,山岡 弘明 税理士,フレーズ一致（類似パターン）,除外済み,マイクロ法人LP(PC),マイクロ法人,"""税理士 相談""",1,1,100.00%,JPY,40,40,検索,0.00%,0.00,0
スマートフォン,竹添 義之 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,6,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,矢田 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
コンピュータ,牛山 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,中谷 絵理 税理士 行政 書士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,き しゃ ば 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,渋谷 区 確定 申告 無料 相談,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""無料 相談 確定 申告""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,佐藤 弘行 税理士 事務 所,フレーズ一致,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,木下 会計 事務 所,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税理士 事務 所""",0,2,0.00%,JPY,0,0,検索,0.00%,0.00,0
スマートフォン,税理士 法人 シン 総合 会計,フレーズ一致（類似パターン）,なし,マイクロ法人LP(PC),マイクロ法人,"""税務 相談""",0,1,0.00%,JPY,0,0,検索,0.00%,0.00,0
